Type	Table	Name	Value	Description
	0491		F	Fair
	0491		G	Good
	0491		P	Poor
HL7		Specimen Appropriateness		
	0492		??	Inappropriate due to _
	0492		A	Appropriate
	0492		I	Inappropriate
	0492		P	Preferred
User		Specimen Condition		
	0493		AUT	Autolyzed
	0493		CLOT	Clotted
	0493		CON	Contaminated
	0493		COOL	Cool
	0493		FROZ	Frozen
	0493		HEM	Hemolyzed
	0493		LIVE	Live
	0493		ROOM	Room temperature
	0493		SNR	Sample not received
HL7		Specimen Child Role		
	0494		A	Aliquot
	0494		C	Component
	0494		M	Modified from original specimen
HL7		Body Site Modifier		
	0495		 UPP	Upper
	0495		ANT	Anterior
	0495		BIL	Bilateral
	0495		DIS	Distal
	0495		EXT	External
	0495		L	Left
	0495		LAT	Lateral
	0495		LLQ	Quadrant, Left Lower
	0495		LOW	Lower
	0495		LUQ	Quadrant, Left Upper
	0495		MED	Medial
	0495		POS	Posterior
	0495		PRO	Proximal
	0495		R	Right
	0495		RLQ	Quadrant, Right Lower
	0495		RUQ	Quadrant, Right Upper
User		Consent Type		
	0496		001	Release of Information/MR / Authorization to Disclosure Protected Health Information
	0496		002	Medical Procedure (invasive)
	0496		003	Acknowledge Receipt of Privacy Notice
	0496		004	Abortion
	0496		005	Abortion/Laminaria
	0496		006	Accutane _ Information
	0496		007	Accutane _ Woman
	0496		008	Advanced Beneficiary Notice
	0496		009	AFP (Alpha Fetoprotein) Screening
	0496		010	Amniocentesis (consent & refusal)
	0496		011	Anatomical Gift (organ donation)
	0496		012	Anesthesia - Complications
	0496		013	Anesthesia - Questionnaire
	0496		014	Angiogram
	0496		015	Angioplasty
	0496		016	Anticancer Drugs
	0496		017	Antipsychotic Medications
	0496		018	Arthrogram
	0496		019	Autopsy
	0496		020	AZT Therapy
	0496		021	Biliary Drainage
	0496		022	Biliary Stone Extraction
	0496		023	Biopsy
	0496		024	Bleeding Time Test
	0496		025	Bronchogram
	0496		026	Cardiac Catheterization
	0496		027	Coronary Angiography
	0496		028	""      "" w/o Surgery Capability
	0496		029	Cataract Op/Implant of FDA Aprvd Lens
	0496		030	Cataract Op/Implant of Investigational Lens
	0496		031	Cataract Surgery
	0496		032	Cholera Immunization
	0496		033	Cholesterol Screening
	0496		034	Circumcision _ Newborn
	0496		035	Colonoscopy
	0496		036	Contact Lenses
	0496		037	CT Scan - Cervical & Lumbar
	0496		038	CT Scan w/ IV Contrast Media into Vein
	0496		039	CVS (Chorionic Villus) Sampling
	0496		040	Cystospy
	0496		041	Disclosure of Protected Health Information to Family/Friends
	0496		042	D & C and Conization
	0496		043	Dacryocystogram
	0496		044	Diagnostic Isotope
	0496		045	Drainage of an Abscess
	0496		046	Drug Screening
	0496		047	Electronic Monitoring of Labor - Refusal
	0496		048	Endometrial Biopsy
	0496		049	Endoscopy/Sclerosis of Esophageal Varices
	0496		050	ERCP
	0496		051	Exposure to reportable Communicable Disease
	0496		052	External Version
	0496		053	Fluorescein Angioscopy
	0496		054	Hepatitis B - Consent/Declination
	0496		055	Herniogram
	0496		056	HIV Test - Consent Refusal
	0496		057	HIV Test - Disclosure
	0496		058	HIV Test - Prenatal
	0496		059	Home IV Treatment Program
	0496		060	Home Parenteral Treatment Program
	0496		061	Hysterectomy
	0496		062	Hysterosalpingogram
	0496		063	Injection Slip/ Consent
	0496		064	Intrauterine Device
	0496		065	Intrauterine Device/Sterilization
	0496		066	Intravascular Infusion of Streptokinase/Urokinase
	0496		067	Intravenous Cholangiogram
	0496		068	Intravenous Digital Angiography
	0496		069	Iodine Administration
	0496		070	ISG
	0496		071	IVP
	0496		072	Laser Photocoagulation
	0496		073	Laser treatment
	0496		074	Lithium Carbonate
	0496		075	Liver Biopsy
	0496		076	Lumbar Puncture
	0496		077	Lymphangiogram
	0496		078	MAO Inhibitors
	0496		079	Med, Psych, and/or Drug/Alcohol
	0496		080	Medical Treatment - Refusal
	0496		081	Morning-after Pill
	0496		082	MRI _ Adult
	0496		083	MRI _ Pediatric
	0496		084	Myelogram
	0496		085	Needle Biopsy
	0496		086	Needle Biopsy of Lung
	0496		087	Newborn Treatment and Release
	0496		088	Norplant Subdermal Birth Control Implant
	0496		089	Operations, Anesthesia, Transfusions
	0496		090	Oral Contraceptives
	0496		091	Organ Donation
	0496		092	Patient Permits, Consents
	0496		093	Patient Treatment Permit, Release & Admission
	0496		094	Penile Injections
	0496		095	Percutaneous Nephrostomy
	0496		096	Percutaneous Transhepatic Cholangiogram
	0496		097	Photographs
	0496		098	Photographs - Employee
	0496		099	Photographs - Medical Research
	0496		100	Photographs - news Media
	0496		101	Psychiatric Admission - Next of Kin
	0496		102	Psychiatric Information During Hospital Stay
	0496		103	Public Release of Information
	0496		104	Radiologic Procedure
	0496		105	Refusal of Treatment
	0496		106	Release of Body
	0496		107	Release of Limb
	0496		108	Rh Immune Globulin
	0496		109	Rights of Medical Research Participants
	0496		110	Request to Restrict Access/Disclosure to Medical Record/Protected Health Information
	0496		111	Request for Remain Anonymous
	0496		112	Seat Belt Exemption
	0496		113	Sialogram
	0496		1137	Voiding Cystogram
	0496		114	Sigmoidoscopy
	0496		115	Sterilization - Anesthesia & Medical Services
	0496		116	Sterilization -Federally Funded
	0496		117	Sterilization _ Female
	0496		118	Sterilization - Laparoscopy/Pomeroy
	0496		119	Sterilization - Non-Federally Funded
	0496		120	Sterilization - Secondary
	0496		121	Tranquilizers
	0496		122	Transfer - Acknowledgement
	0496		123	Transfer _ Authorization
	0496		124	Transfer Certification - Physician
	0496		125	Transfer/Discharge Request
	0496		126	Transfer for Non-Medical Reasons
	0496		127	Transfer - Interfaculty Neonatal
	0496		128	Transfer Refusal
	0496		129	Transfer Refusal of Further Treatment
	0496		130	Treadmill & EKG
	0496		131	Treadmill, Thallium-201
	0496		132	Typhoid
	0496		133	Use of Investigational Device
	0496		134	Use of Investigational Drug
	0496		135	Venogram
	0496		136	Videotape
HL7		Consent Mode		
	0497		T	Telephone
	0497		V	Verbal
	0497		W	Written
HL7		Consent Status		
	0498		A	Active _ Consent has been granted
	0498		B	Bypassed (Consent not sought)
	0498		L	Limited _ Consent has been granted with limitations
	0498		P	Pending _ Consent has not yet been sought
	0498		R	Refused _ Consent has been refused
	0498		X	Rescinded _ Consent was initially granted, but was subsequently revoked or ended.
User		Consent Bypass Reason		
	0499		E	Emergency
	0499		PJ	Professional Judgment
HL7		Consent Disclosure Level		
	0500		F	Full Disclosure
	0500		N	No Disclosure
	0500		P	Partial Disclosure
User		Consent Non-Disclosure Reason		
	0501		E	Emergency
	0501		PR	Patient Request
	0501		RX	Rx Private
User		Non-Subject Consenter Reason		
	0502		LM	Legally mandated
	0502		MIN	Subject is a minor
	0502		NC	Subject is not competent to consent
HL7		Sequence/Results Flag		
	0503		C	Cyclical
	0503		R	Reserved for future use
	0503		S	Sequential
HL7		Sequence Condition Code		
	0504		EE	End related service request(s), end current service request.
	0504		ES	End related service request(s), start current service request.
	0504		SE	Start related service request(s), end current service request.
	0504		SS	Start related service request(s), start current service request.
HL7		Cyclic Entry/Exit Indicator		
	0505		#	The last service request in a cyclic group.
	0505		*	The first service request in a cyclic group
HL7		Service Request Relationship		
	0506		C	Compound
	0506		E	Exclusive
	0506		N	Nurse prerogative
	0506		S	Simultaneous
	0506		T	Tapering
User		Observation Result Handling		
	0507		F	Film-with-patient
	0507		N	Notify provider when ready
User		Blood Product Processing Requirements		
	0508		AU	Autologous Unit
	0508		CM	CMV Negative
	0508		CS	CMV Safe
	0508		DI	Directed Unit
	0508		FR	Fresh unit
	0508		HB	Hemoglobin S Negative
	0508		HL	HLA Matched
	0508		IG	IgA Deficient
	0508		IR	Irradiated
	0508		LR	Leukoreduced
	0508		WA	Washed
HL7		Blood Product Dispense Status		
	0510		CR	Released into inventory for general availability
	0510		DS	Dispensed to patient location
	0510		PT	Presumed transfused (dispensed and not returned)
	0510		RA	Returned unused/no longer needed
	0510		RD	Reserved and ready to dispense
	0510		RE	Released (no longer allocated for the patient)
	0510		RI	Received into inventory (for specified patient)
	0510		RL	Returned unused/keep linked to patient for possible use later
	0510		RQ	Request to dispense blood product
	0510		RS	Reserved (ordered and product allocated for the patient)
	0510		WA	Wasted (product no longer viable)
HL7		BP Observation Status Codes Interpretation		
	0511		C	Record coming over is a correction and thus replaces a final status
	0511		D	Deletes the BPX record
	0511		F	Final status; Can only be changed with a corrected status
	0511		O	Order detail description only (no status)
	0511		P	Preliminary status
	0511		W	Post original as wrong, e.g., transmitted for wrong patient
HL7		Blood Product Transfusion/Disposition Status		
	0513		RA	Returned unused/no longer needed
	0513		RL	Returned unused/keep linked to patient for possible use later
	0513		TR	Transfused with adverse reaction
	0513		TX	Transfused
	0513		WA	Wasted (product no longer viable)
User		Transfusion Adverse Reaction		
	0514		ABOINC	ABO Incompatible Transfusion Reaction
	0514		ACUTHEHTR	Acute Hemolytic Transfusion Reaction
	0514		ALLERGIC1	Allergic Reaction _ First
	0514		ALLERGIC2	Allergic Reaction _ Recurrent
	0514		ALLERGICR	Allergic Reaction _ Repeating
	0514		ANAPHYLAC	Anaphylactic Reaction
	0514		BACTCONTAM	Reaction to Bacterial Contamination
	0514		DELAYEDHTR	Delayed Hemolytic Transfusion Reaction
	0514		DELAYEDSTR	Delayed Serological Transfusion Reaction
	0514		GVHD	Graft vs Host Disease _ Transfusion _ Associated
	0514		HYPOTENS	Non-hemolytic Hypotensive Reaction
	0514		NONHTR1	Non-Hemolytic Fever Chill Transfusion Reaction _ First
	0514		NONHTR2	Non-Hemolytic Fever Chill Transfusion Reaction _ Recurrent
	0514		NONHTRREC	Non-Hemolytic Fever Chill Transfusion Reaction _ Repeating
	0514		NONIMMUNE	Non-Immune Hemolysis
	0514		NONSPEC	Non-Specific, Non-Hemolytic Transfusion Reaction
	0514		NORXN	No Evidence of Transfusion Reaction
	0514		PTP	Posttransfusion Purpura
	0514		VOLOVER	Symptoms most likely due to volume overload
HL7		Error severity		
	0516		E	Error
	0516		I	Information
	0516		W	Warning
User		Inform person code		
	0517		HD	Inform help desk
	0517		NPAT	Do NOT inform patient
	0517		PAT	Inform patient
	0517		USR	Inform User
User		Override type		
	0518		EQV	Equivalence Override
	0518		EXTN	Extension Override
	0518		INLV	Interval Override
User		Override reason		
	0519		_	No suggested values
HL7		Computation type		
	0523		%	Indicates a percent change
	0523		a	Absolute Change
HL7		Sequence condition		
	0524		C	Repeating cycle of orders
	0524		R	Reserved for possible future use
	0524		S	Sequence conditions
HL7		Calendar alignment		
	0527		DM	day of the month
	0527		DW	day of the week (begins with Monday)
	0527		DY	day of the year
	0527		HD	hour of the day
	0527		MY	month of the year
	0527		NH	minute of the hour
	0527		SN	second of the minute
	0527		WY	week of the year
HL7		Event related period		
	0528		AC	before meal (from lat. ante cibus)
	0528		ACD	before lunch (from lat. ante cibus diurnus)
	0528		ACM	before breakfast (from lat. ante cibus matutinus)
	0528		ACV	before dinner (from lat. ante cibus vespertinus)
	0528		HS	the hour of sleep (e.g., H18-22)
	0528		IC	between meals (from lat. inter cibus)
	0528		ICD	between lunch and dinner
	0528		ICM	between breakfast and lunch
	0528		ICV	between dinner and the hour of sleep
	0528		PC	after meal (from lat. post cibus)
	0528		PCD	after lunch (from lat. post cibus diurnus)
	0528		PCM	after breakfast (from lat. post cibus matutinus)
	0528		PCV	after dinner (from lat. post cibus vespertinus)
HL7		Precision		
	0529		D	day
	0529		H	hour
	0529		L	month
	0529		M	minute
	0529		S	second
	0529		Y	year
User		Organization, agency, department			
	0530		AE	American Express
	0530		DEA	Drug Enforcement Agency
	0530		DOD	Department of Defense
	0530		MC	Master Card
	0530		VA	Veterans Affairs
	0530		VI	Visa
HL7		Expanded yes/no indicator		
	0532		ASKU	asked but unknown	
	0532		N	No
	0532		NA	not applicable
	0532		NASK	not asked
	0532		NAV	temporarily unavailable
	0532		NI	No Information
	0532		NP	not present
	0532		UNK	unknown
	0532		Y	Yes
User		Notify Clergy Code		
	0534		L	Last Rites only
	0534		N	No
	0534		O	Other
	0534		U	Unknown
	0534		Y	Yes
User		Signature Code		
	0535		C	Signed CMS-1500 claim form on file, e.g. authorization for release of any medical or other information necessary to process this claim and assignment of benefits.
	0535		M	Signed authorization for assignment of benefits on file.
	0535		P	Signature generated by provider because the patient was not physically present for services.
	0535		S	Signed authorization for release of any medical or other information necessary to process this claim on file.
User		Certificate Status		
	0536		E	Expired
	0536		I	Inactive
	0536		P	Provisional
	0536		R	Revoked
	0536		V	Active/Valid
User		Institution		
	0537		...	No suggested values defined
User		Institution Relationship Type		
	0538		CON	Contractor
	0538		CST	Consultant
	0538		EMP	Employee
	0538		VOL	Volunteer
User		Inactive Reason Code		
	0540		L	Leave of Absence
	0540		R	Retired
	0540		T	Termination
User		Jurisdictional Breadth		
	0547		C	County/Parish
	0547		N	Country
	0547		S	State/Province
User		Signatory_s Relationship to Subject		
	0548		1	Self
	0548		2	Parent
	0548		3	Next of Kin
	0548		4	Durable Power of Attorney in Healthcare Affairs
	0548		5	Conservator
	0548		6	Emergent Practitioner (practitioner judging case as emergency requiring care without a consent)
	0548		7	Non-Emergent Practitioner (i.e. medical ethics committee)
HL7		Body Parts		
	0550		 	External Jugular
	0550		ACET	Acetabulum
	0550		ACHIL	Achilles
	0550		ADB	Abdomen
	0550		ADE	Adenoids
	0550		ADR	Adrenal
	0550		AMN	Amniotic fluid
	0550		AMS	Amniotic Sac
	0550		ANAL	Anal
	0550		ANKL	Ankle
	0550		ANTEC	Antecubital
	0550		ANTECF	Antecubital Fossa
	0550		ANTR	Antrum
	0550		ANUS	Anus
	0550		AORTA	Aorta
	0550		APDX	Appendix
	0550		AR	Aortic Rim
	0550		AREO	Areola
	0550		ARM	Arm
	0550		ARTE	Artery
	0550		ASCIT	Ascites
	0550		ASCT	Ascitic Fluid
	0550		ATR	Atrium
	0550		AURI	Auricular
	0550		AV	Aortic Valve
	0550		AXI	Axilla
	0550		BACK	Back
	0550		BARTD	Bartholin Duct
	0550		BARTG	Bartholin Gland
	0550		BCYS	Brain Cyst Fluid
	0550		BDY	Body, Whole
	0550		BID	Bile Duct
	0550		BIFL	Bile fluid
	0550		BLAD	Bladder
	0550		BLD	Blood, Whole
	0550		BLDA	Blood,  Arterial
	0550		BLDC	Blood,  Capillary
	0550		BLDV	Blood,  Venous
	0550		BLOOD	Blood
	0550		BMAR	Bone marrow
	0550		BON	Bone
	0550		BOWEL	Bowel
	0550		BOWLA	Bowel, Large
	0550		BOWSM	Bowel, Small
	0550		BPH	Basophils
	0550		BRA	Brachial
	0550		BRAIN	Brain
	0550		BRO	Bronchial
	0550		BROCH	Bronchiole/Bronchiolar
	0550		BRONC	Bronchus/Bronchial
	0550		BROW	Eyebrow
	0550		BRST	Breast
	0550		BRSTFL	Breast fluid
	0550		BRTGF	Bartholin Gland Fluid
	0550		BRV	Broviac
	0550		BUCCA	Buccal
	0550		BURSA	Bursa
	0550		BURSF	Bursa Fluid
	0550		BUTT	Buttocks
	0550		CALF	Calf
	0550		CANAL	Canal
	0550		CANLI	Canaliculis
	0550		CANTH	Canthus
	0550		CARO	Carotid
	0550		CARP	Carpal
	0550		CAVIT	Cavity
	0550		CBLD	Blood, Cord
	0550		CDM	Cardiac Muscle
	0550		CDUCT	Common Duct
	0550		CECUM	Cecum/Cecal
	0550		CERVUT	Cervix/Uterus
	0550		CHE	Cavity, Chest
	0550		CHEEK	Cheek
	0550		CHES	Chest
	0550		CHEST 	Chest Tube
	0550		CHIN	Chin
	0550		CIRCU	Circumcision Site
	0550		CLAVI	Clavicle/Clavicular
	0550		CLIT	Clitoris
	0550		CLITO	Clitoral
	0550		CNL	Cannula
	0550		COCCG	Coccygeal
	0550		COCCY	Coccyx
	0550		COLON	Colon
	0550		COLOS	Colostomy
	0550		CONJ	Conjunctiva
	0550		COR	Cord
	0550		CORAL	Coral
	0550		CORD	Cord Blood
	0550		CORN	Cornea
	0550		COS	Colostomy Stoma
	0550		CRANE	Cranium, ethmoid
	0550		CRANF	Cranium, frontal
	0550		CRANO	Cranium, occipital
	0550		CRANP	Cranium, parietal
	0550		CRANS	Cranium, sphenoid
	0550		CRANT	Cranium, temporal
	0550		CSF	Cerebral Spinal Fluid
	0550		CUBIT	Cubitus
	0550		CUFF	Cuff
	0550		CULD	Cul De Sac
	0550		CULDO	Culdocentesis
	0550		CVX	Cervix
	0550		DELT	Deltoid
	0550		DEN	Dental Gingiva
	0550		DENTA	Dental
	0550		DIAF	Dialysis Fluid
	0550		DIGIT	Digit
	0550		DISC	Disc
	0550		DORS	Dorsum/Dorsal
	0550		DPH	Diaphragm
	0550		DUFL	Duodenal Fluid
	0550		DUODE	Duodenum/Duodenal
	0550		DUR	Dura
	0550		EAR	Ear
	0550		EARBI	Ear bone, incus
	0550		EARBM	Ear bone, malleus
	0550		EARBS	Ear bone,stapes
	0550		EARLO	Ear Lobe
	0550		EC	Endocervical
	0550		ELBOW	Elbow
	0550		ELBOWJ	Elbow Joint
	0550		ENDC	Endocardium
	0550		ENDM	Endometrium
	0550		EOLPH	endolpthamitis
	0550		EOS	Eosinophils
	0550		EPD	Epididymis
	0550		EPICA	Epicardial
	0550		EPICM	Epicardium
	0550		EPIDU	Epidural
	0550		EPIGL	Epiglottis
	0550		ESO	Esophagus
	0550		ESOPG	Esophageal
	0550		ET	Endotracheal
	0550		ETHMO	Ethmoid
	0550		EUR	Endourethral
	0550		EYE	Eye
	0550		EYELI	Eyelid
	0550		FACE	Face
	0550		FALLT	Fallopian Tube
	0550		FBINC	Facial bone, inferior nasal concha
	0550		FBLAC	Facial bone, lacrimal
	0550		FBMAX	Facial bone, maxilla
	0550		FBNAS	Facial bone, nasal
	0550		FBPAL	Facial bone, palatine
	0550		FBVOM	Facial bone, vomer
	0550		FBZYG	Facial bone, zygomatic
	0550		FEMOR	Femoral
	0550		FEMUR	Femur
	0550		FET	Fetus
	0550		FIBU	Fibula
	0550		FING	Finger
	0550		FINGN	Finger Nail
	0550		FMH	Femoral Head
	0550		FOL	Follicle
	0550		FOOT	Foot
	0550		FOREA	Forearm
	0550		FOREH	Forehead
	0550		FORES	Foreskin
	0550		FOURC	Fourchette
	0550		GB	Gall Bladder
	0550		GEN	Genital
	0550		GENC	Genital Cervix
	0550		GENL	Genital Lochia
	0550		GL	Genital Lesion
	0550		GLAND	Gland
	0550		GLANS	Glans
	0550		GLUT	Gluteus
	0550		GLUTE	Gluteal
	0550		GLUTM	Gluteus Medius
	0550		GROIN	Groin
	0550		GUM	Gum
	0550		GVU	Genital - Vulva
	0550		HAL	Hallux
	0550		HAND	Hand
	0550		HAR	Hair
	0550		HART	Heart
	0550		HEAD	Head
	0550		HEEL	Heel
	0550		HEM	Hemorrhoid
	0550		HIP	Hip
	0550		HIPJ	Hip Joint
	0550		HUMER	Humerus
	0550		HV	Heart Valve
	0550		HVB	Heart Valve, Bicuspid
	0550		HVT	Heart Valve, Tricuspid
	0550		HYMEN	Hymen
	0550		ICX	Intracervical
	0550		ILC	Ileal Conduit
	0550		ILCON	Ilical Conduit
	0550		ILCR	Iliac Crest
	0550		ILE	Ileal Loop
	0550		ILEOS	Ileostomy
	0550		ILEUM	Ileum
	0550		ILIAC	Iliac
	0550		INASA	Intranasal
	0550		INGUI	Inguinal
	0550		INSTL	Intestine, Large
	0550		INSTS	Intestine, Small
	0550		INT	Intestine
	0550		INTRO	Introitus
	0550		INTRU	Intrauterine
	0550		ISCHI	Ischium
	0550		ISH	Loop, Ishial
	0550		JAW	Jaw
	0550		JUGI	Jugular, Internal
	0550		KIDN 	Kidney
	0550		KNEE	Knee
	0550		KNEEF	Knee Fluid
	0550		KNEEJ	Knee Joint
	0550		LABIA	Labia
	0550		LABMA	Labia Majora
	0550		LABMI	Labia Minora
	0550		LACRI	Lacrimal
	0550		LAM	Lamella
	0550		LARYN	Larynx
	0550		LEG	Leg
	0550		LENS	Lens
	0550		LING	Lingual
	0550		LINGU	Lingula
	0550		LIP	Lip
	0550		LIVER	Liver
	0550		LMN	Lumen
	0550		LN	Lymph Node
	0550		LNG	Lymph Node, Groin
	0550		LOBE	Lobe
	0550		LOCH	Lochia
	0550		LUMBA	Lumbar
	0550		LUNG	Lung
	0550		LYM	Lymphocytes
	0550		MAC	Macrophages
	0550		MALLE	Malleolus
	0550		MANDI	Mandible/Mandibular
	0550		MAR	Marrow
	0550		MAST	Mastoid
	0550		MAXIL	Maxilla/Maxillary
	0550		MAXS	Maxillary Sinus
	0550		MEATU	Meatus
	0550		MEC	Meconium
	0550		MEDST	Mediastinum
	0550		MEDU	Medullary
	0550		METAC	Metacarpal
	0550		METAT	Metatarsal
	0550		MILK	Milk, Breast
	0550		MITRL	Mitral Valve
	0550		MOLAR	Molar
	0550		MONSU	Mons Ureteris
	0550		MONSV	Mons Veneris(Mons Pubis)
	0550		MOU	Membrane
	0550		MOUTH	Mouth
	0550		MP	Mons Pubis
	0550		MPB	Meninges
	0550		MRSA2	Mrsa:
	0550		MYO	Myocardium
	0550		NAIL	Nail
	0550		NAILB	Nail Bed
	0550		NAILF	Nail, Finger
	0550		NAILT	Nail, Toe
	0550		NARES	Nares
	0550		NASL	Nasal
	0550		NAVEL	Navel
	0550		NECK	Neck
	0550		NERVE	Nerve
	0550		NIPPL	Nipple
	0550		NLACR	Nasolacrimal
	0550		NOS	Nose (Nasal Passage)
	0550		NOSE	Nose
	0550		NOSTR	Nostril
	0550		NP	Nasopharyngeal
	0550		NSS	Nasal Septum
	0550		NTRAC	Nasotracheal
	0550		OCCIP	Occipital
	0550		OLECR	Olecranon
	0550		OMEN	Omentum
	0550		ORBIT	Orbit/Orbital
	0550		ORO	Oropharynx
	0550		OSCOX	Os coxa (pelvic girdle)
	0550		OVARY	Ovary
	0550		PAFL	Pancreatic Fluid
	0550		PALAT	Palate
	0550		PALM	Palm
	0550		PANAL	Perianal/Perirectal
	0550		PANCR	Pancreas
	0550		PARAT	Paratracheal
	0550		PARIE	Parietal
	0550		PARON	Paronychia
	0550		PAROT	Parotid
	0550		PAS	Parasternal
	0550		PATEL	Patella
	0550		PCARD	Pericardium
	0550		PCLIT	Periclitoral
	0550		PELV	Pelvis
	0550		PENIS	Penis
	0550		PENSH	Penile Shaft
	0550		PER	Peritoneal
	0550		PERI	Pericardial Fluid
	0550		PERIH	Perihepatic
	0550		PERIN	Perineal Abscess
	0550		PERIS	Perisplenic
	0550		PERIT	Peritoneum
	0550		PERIU	Periurethal
	0550		PERIV	Perivesicular
	0550		PERRA	Perirectal
	0550		PERT	Peritoneal Fluid
	0550		PHALA	Phalanyx
	0550		PILO	Pilonidal
	0550		PINNA	Pinna
	0550		PLACF	Placenta (Fetal Side)
	0550		PLACM	Placenta (Maternal Side)
	0550		PLANT	Plantar
	0550		PLATH	Palate, Hard
	0550		PLATS	Palate, Soft
	0550		PLC	Placenta
	0550		PLEU	Pleural Fluid
	0550		PLEUR	Pleura
	0550		PLR	Pleural Fluid (Thoracentesis Fld)
	0550		PNEAL	Perineal
	0550		PNEPH	Perinephric
	0550		PNM	Perineum
	0550		POPLI	Popliteal
	0550		PORBI	Periorbital
	0550		PREAU	Preauricular
	0550		PRERE	Prerenal
	0550		PROS	Prostatic Fluid
	0550		PRST	Prostate Gland
	0550		PTONS	Peritonsillar
	0550		PUBIC	Pubic
	0550		PUL	Pulmonary Artery
	0550		RADI	Radial
	0550		RADIUS	Radius
	0550		RBC	Red Blood Cells
	0550		RECTL	Rectal
	0550		RECTU	Rectum
	0550		RENL	Renal
	0550		RIB	Rib
	0550		RNP	Renal Pelvis
	0550		RPERI	Retroperitoneal
	0550		SAC	Uterine Cul/De/Sac
	0550		SACIL	Sacroiliac
	0550		SACRA	Sacral
	0550		SACRO	Sacrococcygeal
	0550		SACRU	Sacrum
	0550		SALGL	Salivary Gland
	0550		SCALP	Scalp
	0550		SCAPU	Scapula/Scapular
	0550		SCLAV	Supraclavicle/Supraclavicular
	0550		SCLER	Sclera
	0550		SCLV	Sub Clavian
	0550		SCROT	Scrotum/Scrotal
	0550		SDP	Subdiaphramatic
	0550		SEM	Seminal Fluid
	0550		SEMN	Semen
	0550		SEPTU	Septum/Septal
	0550		SEROM	Seroma
	0550		SGF	Subgaleal Fluid
	0550		SHIN	Shin
	0550		SHOL	Shoulder
	0550		SHOLJ	Sholder Joint
	0550		SIGMO	Sigmoid
	0550		SINUS	Sinus
	0550		SKENE	Skene's Gland
	0550		SKM	Skeletal Muscle
	0550		SKULL	Skull
	0550		SOLE	Sole
	0550		SPCOR	Spinal Cord
	0550		SPHEN	Sphenoid
	0550		SPLN	Spleen
	0550		SPRM	Spermatozoa
	0550		SPX	Supra Cervical
	0550		STER	Sternum/Sternal
	0550		STOM	Stoma
	0550		STOMA	Stomach
	0550		STOOLL	Liquid Stool
	0550		STUMP	Stump
	0550		SUB	Subdural
	0550		SUBD	Subdural Fluid
	0550		SUBM	Submandibular
	0550		SUBME	Submental
	0550		SUBPH	Subphrenic
	0550		SUBX	Submaxillary
	0550		SUPB	Suprapubic Specimen
	0550		SUPRA	Suprapubic
	0550		SWT	Sweat
	0550		SWTG	Sweat Gland
	0550		SYN	Synovial Fluid
	0550		SYNOL	Synovial
	0550		SYNOV	Synovium
	0550		TARS	Tarsal
	0550		TBRON	Transbronchial
	0550		TCN	Transcarina Asp
	0550		TDUCT	Tear Duct
	0550		TEAR	Tears
	0550		TEMPL	Temple
	0550		TEMPO	Temporal
	0550		TESTI	Testicle(Testis)
	0550		THIGH	Thigh
	0550		THM	Thymus
	0550		THORA	Thoracentesis
	0550		THRB	Throat
	0550		THUMB	Thumb
	0550		THYRD	Thyroid
	0550		TIBIA	Tibia
	0550		TML	Temporal Lobe
	0550		TNL	Thumbnail
	0550		TOE	Toe
	0550		TOEN	Toe Nail
	0550		TONG	Tongue
	0550		TONS	Tonsil
	0550		TOOTH	Tooth
	0550		TRCHE	Trachea/Tracheal
	0550		TSK	Tooth Socket
	0550		ULNA	Ulna/Ulnar
	0550		UMB	Umbilical Blood
	0550		UMBL	Umbilicus
	0550		URET	Ureter
	0550		URTH	Urethra
	0550		USTOM	Stoma, Urinary
	0550		UTER	Uterus
	0550		UTERI	Uterine
	0550		VAGIN	Vagina/Vaginal
	0550		VAL	Valve
	0550		VAS	Vas Deferens
	0550		VASTL	Vastus Lateralis
	0550		VAULT	Vault
	0550		VCSF	Ventricular CSF
	0550		VCUFF	Vaginal Cuff
	0550		VEIN	Vein
	0550		VENTG	Ventragluteal
	0550		VERMI	Vermis Cerebelli
	0550		VERTC	Vertebra, cervical
	0550		VERTL	Vertebra, lumbar
	0550		VERTT	Vertebra, thoracic
	0550		VESCL	Vesicular
	0550		VESFLD	Vesicular Fluid
	0550		VESI	Vesicle
	0550		VESTI	Vestibule(Genital)
	0550		VGV	Vaginal Vault
	0550		VITR	Vitreous Fluid
	0550		VOC	Vocal Cord
	0550		VULVA	Vulva
	0550		WBC	Leukocytes
	0550		WRIST	Wrist
